snid,x0,t0,x1,c,z,snra,sndec
1,0.000217996702966,59674.6307462,0.424219896518,-0.055254418579,0.139496159408,54.6491100235,-29.1729313435
15,6.88030566875e-05,62446.4732895,-0.509369962465,0.0448609319014,0.193831324179,56.1656224672,-28.3374077485
24,8.1724812009e-05,60044.1338967,0.473463268596,-0.0624824962609,0.204479113334,52.5645718741,-27.4435382809
49,5.76375865127e-05,63061.1591283,1.49268958544,-0.0732861454946,0.272869628164,54.0756628632,-28.6331078622
50,5.31834041408e-05,61566.3597845,0.381129153429,-0.0871078407601,0.26967352698,53.2977794541,-28.1679890773
60,2.96874568318e-05,62500.9429816,0.814338801791,-0.0755988046161,0.294581376731,53.0256929738,-31.6465169341
62,4.99686328767e-05,62372.1034906,0.956995915093,-0.0452469589508,0.281008040498,53.4953010569,-27.6802458029
65,2.09013951937e-05,61492.8440948,-0.932729211996,0.0648222335597,0.300475670767,54.2918036352,-28.1843257926
68,3.35572830969e-05,63168.5100756,-0.501658877246,0.0263838317672,0.292494230094,54.5478373712,-30.7766003251
79,3.14562625941e-05,60563.2691112,-0.327626110371,-0.0470152251188,0.310017478728,55.25808367,-31.8694552281
111,2.50466822744e-05,62915.7914917,-0.106507526393,-0.00338386055783,0.344632257027,54.659972572,-28.5173735214
116,2.10744692248e-05,61856.0056237,0.829069115685,-0.00559971589965,0.344219428736,55.990097502,-27.3870239638
137,8.03314864486e-06,63188.0604079,-0.790888678684,0.239430738772,0.370542819741,53.5862612487,-32.080558287
141,1.88854789846e-05,60169.3529546,1.28454925547,-0.0178419644941,0.374082746939,56.954587182,-30.6665380667
143,1.34426499937e-05,60373.518856,-0.108725132972,0.100807896541,0.376030556343,52.700937966,-28.8100846639
153,1.20491408563e-05,61732.7042689,-1.03605457321,-0.0735105320268,0.399996119827,55.9163375509,-29.6138439045
168,1.42867123655e-05,61132.5906155,-0.0063038105649,0.0683137749743,0.39693177356,54.6505240118,-30.2490018104
182,9.637490614e-06,62311.5650976,-0.527001819395,0.096451705758,0.38811410342,55.3574491422,-29.1234908807
192,1.32929975701e-05,61996.1824351,-0.092844091986,-0.0190721888984,0.409838085615,53.265934693,-31.6412044655
194,1.57389711608e-05,60313.0745548,1.06216721548,-0.0308140545947,0.420795034153,53.5545074454,-30.8884661267
196,1.39988007372e-05,62959.5408273,0.861756576636,0.0183809984784,0.405954658035,56.5677228434,-32.0490052365
204,2.15020340482e-05,61105.1022906,0.184874082731,-0.0372169825284,0.40694662763,57.4053078786,-29.0103124845
230,1.73647873191e-05,62182.4766214,1.19375839181,-0.072501107966,0.437480197408,54.1311208908,-31.9611845755
239,8.65109677643e-06,62701.1867619,-0.202993022419,0.0442236411972,0.436097229628,56.0256130783,-29.6474179132
272,1.42973278902e-05,60241.1983373,0.287909634381,-0.0738167710664,0.443389141007,56.9459457615,-30.4655202741
278,8.25267251261e-06,63211.5684489,1.65093894889,0.120379735388,0.480648348986,57.0370333175,-30.9414317587
288,7.41632228522e-06,60869.230705,0.432067885566,0.14973511862,0.475337573273,52.9892210568,-31.3098119472
292,6.8343839281e-06,61502.2302471,0.211830974085,0.139859842639,0.467519796235,52.7592739162,-29.2347444625
323,9.02480207671e-06,61612.5396068,-0.403109366297,0.00651953041279,0.487979751944,53.4131520978,-29.4920242811
340,6.10421426048e-06,60760.8790791,0.804645876799,0.159576698525,0.490034662974,56.9547125171,-31.3501322999
351,1.12777691916e-05,60766.4573332,1.64537575933,0.0903199228545,0.488060121711,53.0557341692,-30.8449237729
371,5.47812130656e-06,59939.4104974,-0.383100379533,0.0388467670355,0.503606715619,54.669538125,-31.9799786169
398,1.3840340428e-05,59914.4729042,0.415119143473,-0.0734207523376,0.517153968182,57.3534476508,-32.1783688742
407,7.68455505506e-06,62545.6453724,-0.992217961194,-0.0886782997466,0.504978958469,55.2298264249,-28.1598071733
428,3.73961419493e-06,59939.7075343,-2.86557725404,0.104948839519,0.524196673007,56.0233855698,-28.4012202973
443,8.528983437e-06,62059.5399496,1.13340819134,-0.0153966232875,0.535632129425,54.141578155,-30.8369872676
454,6.05870115611e-06,62128.4276442,-3.9145497125,-0.0770927699627,0.528403083551,55.9965046384,-30.995747193
481,7.60920649273e-06,62362.8715378,-1.4990044324,-0.0269362457905,0.54139550199,56.7371283595,-30.268708335
493,5.28679477201e-06,61221.1312685,-2.1144379599,-0.026965992192,0.551333775658,52.6554413867,-31.6555343939
496,6.04549901022e-06,59766.358593,-1.84317939941,-0.0489908251081,0.548497518871,56.3147215747,-28.520000197
505,8.13818175904e-06,63151.8300947,1.13928467133,0.00274818445685,0.565786314149,57.5083054445,-28.9528942045
529,8.26852629883e-06,59630.7489619,0.48354155484,-0.0300699930866,0.570139314011,56.3048282719,-29.7250497002
541,7.65439505946e-06,59593.0430321,0.12609730331,-0.0769512875042,0.579855251509,53.9662199603,-28.8316950799
542,6.82668042755e-06,61387.706893,0.170984097044,0.00926802378885,0.571357200963,56.5103966423,-29.9791060209
547,5.81197848651e-06,60303.0490427,1.1770761684,0.0615740333183,0.591805218808,53.0801300329,-30.667836474
562,5.74502180187e-06,60688.0881618,0.230637130657,-0.0649227665836,0.590557240089,54.8034676309,-28.3639794817
567,6.00141740301e-06,60889.8448281,-0.21920949889,-0.0631288108806,0.59813404993,57.1069775155,-29.6785551598
578,5.50718332034e-06,61944.6183767,-0.162038260298,0.0215492580731,0.595318913989,54.0320707419,-32.2469917048
585,6.672201301e-06,63106.3167402,-0.0822965944284,-0.0711902468415,0.58912965738,54.0028766929,-28.876937934
589,8.44908810393e-06,61267.5322473,0.384948147162,-0.0734099924361,0.584452092402,53.2141428606,-27.4557433693
592,7.95839273893e-06,62558.3253523,0.249388998145,-0.0756780751191,0.589138439883,52.6608347894,-31.3505117794
631,6.82138145729e-06,59772.097925,-0.116463173221,-0.0985887410711,0.614986152474,55.9581776647,-29.7683199533
636,9.45063465461e-06,61529.8834969,1.06479383602,-0.104789141495,0.609492982319,53.62214058,-27.5409492048
644,4.98410451015e-06,60833.622714,-0.10047308562,-0.0452137877897,0.604398814284,53.8917332969,-31.7218386456
645,4.86608664757e-06,61221.8936444,-0.341863514124,0.0266873137683,0.603988935979,55.0218657964,-29.2757917999
646,3.62162643662e-06,59949.0514941,-0.935484211272,0.0482915715201,0.611283500871,52.8308127256,-31.920793484
665,4.51978435746e-06,61330.7722782,-0.0282714360087,0.0691920336316,0.623495026001,55.4345880275,-29.2636762616
669,5.58966805468e-06,60514.47817,0.0702286515959,-0.0350697350002,0.633901712805,53.2976428745,-27.6586720768
671,2.83741364856e-06,61439.6023732,0.285308823058,0.123212956562,0.633782536974,55.5105276845,-28.4869779956
672,4.76374442922e-06,62139.898089,-0.935694769262,-0.0154798862398,0.632313242251,56.0627918001,-29.0063192103
718,4.84454784142e-06,60164.7752539,0.0234069287538,-0.0479052891221,0.660901046447,53.0756721441,-31.0126800578
726,3.50100275055e-06,61416.0281499,-1.55342429133,0.0768967146594,0.658498051024,54.6342799391,-28.1885219252
727,2.64866381266e-06,59848.8626395,-0.959818869566,0.109588636083,0.650036724988,56.0360007886,-29.4074696057
736,3.84839348565e-06,60238.425601,0.170182673069,0.00828069913292,0.650540259888,54.6348963476,-31.6348739542
744,5.68738250703e-06,60504.3659301,0.154921745089,-0.0470470311085,0.641515069648,52.8137672947,-29.9206368484
754,6.34613327487e-06,61393.6411913,-0.137778569284,-0.0750506593795,0.648984372107,55.2434820296,-27.7876722639
755,4.66509300359e-06,60040.749166,0.183061552944,-0.0393842711681,0.65693924504,55.8829732261,-27.4027639468
757,7.18482638424e-06,61410.3866382,1.08074866364,-0.0762632621397,0.656355543843,55.1384455603,-30.7855839531
767,5.31638494308e-06,63165.2660251,0.447686971945,-0.0304832541566,0.643275927129,57.28697378,-32.1759579746
789,5.01279882399e-06,61208.765872,1.06623121723,0.0221692443493,0.67195128541,55.4967752025,-31.1871512748
799,5.25011435072e-06,61747.9396345,0.179976451082,-0.0156821008939,0.662520477589,57.0810095764,-31.0835602923
801,2.37890745892e-06,61093.8122573,-1.40659825961,0.0739885749784,0.680022712368,53.2513735207,-30.6323836926
808,4.16944428823e-06,61112.1567045,-0.41629899738,-0.0039370268844,0.667234058354,53.2603817363,-31.2395875619
810,4.39091403196e-06,60390.8893919,1.12760050513,-0.0109350565213,0.667519344146,56.6009564435,-27.4785074575
816,7.41688653144e-06,60200.2683514,-0.230321414278,-0.121336130421,0.670389580571,54.5523841849,-28.5826793327
822,7.81881345073e-06,61162.3588739,0.335797810773,-0.151462187654,0.674407000639,53.3907709856,-30.733018923
838,3.03412036239e-06,62210.3627309,-0.356084043265,0.058322379482,0.698461362969,57.201542902,-31.6029975965
839,2.22763585178e-06,60614.9453224,0.0882737978539,0.0949389692325,0.694124030955,54.3028292987,-30.6281454764
844,6.62110485684e-06,61887.9348574,0.659676723235,-0.0754111384327,0.682266868869,56.3180605157,-28.1468312653
851,4.81118446391e-06,62939.6299462,-0.449692832184,-0.0886286233379,0.697828443136,56.1939899268,-31.9567584335
852,3.53155730761e-06,62698.3946015,-0.231244646463,0.0482447329462,0.681865818764,56.980530456,-31.7885395077
858,3.56896173726e-06,61007.1571622,1.43637125743,0.0635792060365,0.700469747947,55.6823610353,-27.7069095494
867,3.99485047559e-06,62907.4425075,0.738710461379,-0.045017528859,0.695027605893,56.3187121701,-28.2291449206
877,4.2347680672e-06,59828.1202877,0.48530165115,0.0301592854835,0.69162575621,54.3084917099,-28.634621314
890,6.14352652939e-06,60402.3879984,0.452079222755,-0.092088394253,0.693496425884,53.9136394588,-30.9503578032
897,4.42997011739e-06,62900.8652506,-0.153424293021,-0.0647651098215,0.692919647712,57.043431091,-31.5642181583
899,3.21380912793e-06,61910.0210721,1.35272851035,0.112828176364,0.683628313211,54.7044559494,-30.1439308976
906,3.269789706e-06,60053.2960403,1.31158840242,0.0392308973812,0.712979705779,57.3882002357,-28.2618712887
915,3.72039235614e-06,62002.0993449,-1.22761475541,-0.0124567163739,0.707565122073,55.8812074891,-29.3284017017
936,1.75802741626e-06,60141.9663749,-2.10292556257,0.0860424864081,0.70686752557,55.672478601,-27.9579853167
968,2.95192725727e-06,60671.1095269,-1.64055942467,-0.0238257846879,0.70741129308,53.1377298648,-31.8601091385
969,2.83623783608e-06,60545.4819259,1.24463365121,0.108508318772,0.71730953858,57.3114462935,-31.0825712224
978,2.03545598728e-06,61496.0688794,-1.01643523247,0.114924331759,0.712992720168,54.8135606674,-29.8028451382
1000,3.56926971607e-06,61849.7254689,-1.22205498732,-0.0984558134063,0.727596891254,55.4559480719,-29.5200833819
1004,3.76009711758e-06,63169.6362268,-0.00566677155483,-0.0558312510469,0.738571757264,54.6046840138,-27.7616239289
1006,3.72271353925e-06,61702.2469812,0.712647675645,-0.0271774360851,0.7379953782,53.7491349012,-28.849763023
1024,3.25787028722e-06,61870.853418,-0.670613216587,-0.0510758892334,0.722491481425,57.0808976028,-27.8734128637
1027,4.42077559514e-06,61385.1914215,0.806386085826,-0.101546638975,0.733690374326,55.4323974334,-31.172815478
1030,4.02738981873e-06,63101.8773775,1.0274666184,-0.0611886335212,0.739599112473,52.5783516352,-29.9763245628
1036,3.43128149926e-06,62661.1509351,0.174638081538,0.0480840993372,0.730743878181,55.6497245681,-28.3980539888
1038,3.23654740693e-06,62617.4238638,-0.0294405878915,0.0353089199882,0.726239994094,54.1972245089,-28.382892546
1054,1.91161962107e-06,61624.6997939,-0.763950356623,0.0915661972842,0.745068676487,55.1992905113,-28.5615201402
1061,4.70794866074e-06,61148.9681078,0.785960212079,-0.109853068549,0.748269773666,56.9937104966,-28.8012230027
1062,4.01510979583e-06,62427.2554689,0.132479698135,-0.0304228620287,0.746512062055,54.3503488,-29.1922266222
1063,2.49455064547e-06,59647.6655207,1.12447918328,0.0565914497244,0.759494816271,57.1066757546,-28.7451784309
1070,1.59475859873e-06,60329.7319465,-0.765937876485,0.193530581992,0.755351899244,55.680800579,-30.6530992946
1083,2.88823937512e-06,60832.5675723,1.23946297837,0.0397570082801,0.756277454361,52.6431062142,-27.4543339278
1088,3.49165391633e-06,60095.3144837,0.316820213991,0.00257868887335,0.743534267677,57.2111861687,-28.8965039608
1098,3.66238126054e-06,60022.6914085,0.736988332233,0.0203923265799,0.74561816901,56.0184845876,-30.9851662446
1111,2.53789472921e-06,60029.3053133,0.0933224675348,0.00974556542803,0.743004692862,57.5506142523,-31.9899970883
1113,5.28706769952e-06,59881.438297,0.870764738898,-0.0843160741409,0.748319666933,53.4257025417,-31.2762779368
1120,2.82454250937e-06,63130.6974338,-2.3626997419,-0.017207656637,0.748877680157,53.2496787481,-28.46489299
1121,3.36465068545e-06,62908.2832476,0.516218838723,-0.00552127514613,0.754779100965,57.2269773152,-28.4258626393
