snid,x0,t0,x1,c,z,snra,sndec
218,1.64470099146e-05,61657.362942,-0.454459075913,-0.147696726886,0.40629578,53.4618488064,-28.0803096465
219,1.001406395e-05,62518.7301219,-1.0701620001,0.0795578502421,0.41953337,53.6009383472,-27.6255034632
220,8.48159251815e-06,62621.0385433,-0.0664549072665,0.0926881303287,0.41046321,53.5891553295,-27.297985805
221,1.84798603335e-05,60331.1469209,-0.279216062845,-0.157445893386,0.40080309,53.326258975,-28.3832355822
222,1.57411298317e-05,62246.9827319,-0.434352652007,0.0119998102808,0.41979241,53.4844685697,-27.2638234144
223,1.24779925245e-05,62512.4616992,-0.356869792148,-0.0848226195715,0.41427195,53.4051486277,-28.2795945893
224,1.26007645648e-05,59737.4209827,-0.190731417957,-0.0386588307104,0.4248457,53.3673505998,-27.6803288147
225,1.20567441445e-05,59971.2340254,0.499971507654,0.0655732288134,0.42383981,53.6276230413,-27.2637427872
226,1.35092701097e-05,61168.055322,0.681065076128,-0.0292043636467,0.42392743,53.1810486926,-28.4472711085
227,1.17257507172e-05,60386.2164598,-0.326353834369,-0.0100961944148,0.43567324,53.6482966466,-28.1363173112
228,9.75444776223e-06,62794.2705415,-1.59625942374,0.0394624013027,0.4245975,53.6449257165,-27.2601851932
229,8.36955252581e-06,62206.8595127,1.08057028386,0.153413266893,0.42016983,53.4216308998,-27.2530078322
231,1.15613383071e-05,62389.987748,-0.0934060239559,-0.0173218957741,0.42358565,53.3333459376,-28.6657374882
232,1.00898827986e-05,60787.2266455,0.910819215651,0.0680309940531,0.43444037,53.7246667192,-28.3387515102
233,1.35997430508e-05,60414.4274192,0.0647769473978,-0.0398696630055,0.42660582,53.5072635242,-27.4310536257
234,1.28863682747e-05,61866.1554511,0.210151713565,-0.0160613784748,0.43908763,53.4326767536,-28.0656650575
235,8.67883708713e-06,61092.8492608,-2.35336089367,0.0414491896487,0.4222281,53.7200901947,-28.2025827654
236,1.49971867882e-05,62999.2509137,0.140479681124,-0.0596669721602,0.42216861,53.7417951769,-28.1967712314
237,1.52045455314e-05,61924.951329,0.727190060099,0.0012075446413,0.4369874,53.7576959363,-27.8800474018
238,8.50589920897e-06,60992.186252,-0.375180966968,0.0216121545978,0.42621517,53.6064371605,-27.6671393421
240,7.52654765288e-06,60969.8929306,-0.80265723887,0.0514146206944,0.42572165,53.4172337785,-27.3405724114
241,1.06880688959e-05,60230.8308714,-1.04541570172,0.00927559280016,0.43612635,53.3973755159,-28.2985842356
242,1.37866525914e-05,62433.0569037,-1.05039053939,-0.0896564596689,0.42515135,53.3168099355,-27.9625458236
