c mB snid t0 x0 x1 z rand_host snra sndec
-0.08604817878193412 -19.621064526469034 1 59674.6307461718 0.0020926962308488385 1.579309925674957 0.05237702874172963 0.9469626038148141 54.64911002351287 -30.30125013678121
0.0007044489665083004 -19.133796368998976 15 62446.473289530855 0.000934345489458587 0.38552003913220145 0.0623307296270823 0.9784269160148309 56.165622467210795 -30.706846688466907
-0.08437442578921003 -19.542698101762298 24 60044.13389670966 0.0005536175060925955 -1.2099048074838614 0.0957013192657734 0.9421662328554996 52.564571874086724 -28.22050254815369
0.02278825261607873 -19.18193324815067 49 63061.159128348765 0.00024193115418432825 1.5942822472535823 0.11995940422435361 0.9557398410881859 54.0756628631592 -27.458987562520367
-0.0007074524107188798 -18.912977619084447 50 61566.359784540575 0.00019787384315412564 0.9374318169211164 0.11754230942341465 0.9016021928073807 53.297779454085564 -30.869265882832703
-0.10577211009019263 -19.552801833786766 60 62500.94298163394 0.0003550778563921206 0.30815060534970595 0.11789468890784444 0.9179458057039298 53.02569297384399 -29.311026615600195
-0.0779192062264501 -19.290510002054 62 62372.10349064864 0.0003242506414034667 -1.0603542018081558 0.11019760531633614 0.9164077220658395 53.49530105688836 -28.983076524664764
-0.02195682282055128 -19.001761560389635 65 61492.84409484633 0.0002676321212070407 -2.448491021728202 0.10671437703468295 0.9515877600012642 54.29180363521524 -31.935132800402066
0.09052391499096404 -18.87080271927297 68 63168.51007555383 0.00026213122476012146 0.7095562613309627 0.10131066551101672 0.9725177804264937 54.547837371153356 -31.798114327377196
0.016021343611284343 -19.204434713311347 79 60563.2691112265 0.0002106682493396239 0.28101839378999727 0.12940387360002265 0.9054752252177427 55.25808367001679 -28.935114487734804
-0.0026187760740391045 -18.998217063031888 111 62915.79149165273 0.00015457520754425997 -0.7586226385891209 0.13695277607917133 0.963544780062434 54.65997257201648 -29.005576288682576
0.12669108196006904 -18.782777885145986 116 61856.00562365178 0.00015116673973485174 0.24637848454739608 0.1260473340300918 0.9545544313492632 55.990097501983804 -31.887981716897745
-0.010234551180196817 -19.398018772114145 137 63188.0604078622 0.00018151123863116559 0.21159582360580842 0.15033760045526615 0.9623426445740341 53.58626124865759 -29.498725994843223
-0.047152522376113455 -19.208960512710874 141 60169.35295455462 0.0001595283565936653 0.3353411450617074 0.14724539675403836 0.9985866810937334 56.95458718195473 -28.95194958073738
0.038023596350696166 -18.834785902566196 143 60373.51885601335 9.52112420806358e-05 0.3406522415766059 0.15919271049903114 0.9596448099279884 52.70093796598963 -29.867124437416802
-0.06656806625554411 -19.463813106457835 153 61732.70426887194 0.00018443456575740854 0.4915196389886034 0.15333370134310473 0.9272600171485721 55.91633755089202 -30.912774203698305
-0.06388693322225321 -19.638601575432467 168 61132.59061545466 0.00023568993144778576 0.7881215172221846 0.14748724919452375 0.9107078274365592 54.650524011835635 -29.197792693642857
0.12060448465053308 -18.5772757467758 182 62311.56509759478 5.996828187076029e-05 -0.4084441793868513 0.1764047746910996 0.9627214695521824 55.35744914222877 -29.955177845296507
-0.09749166771630144 -19.384692594187015 192 61996.182435104936 0.00014189514004748607 0.6771264846915652 0.167004966790678 0.9395388576438164 53.265934692976174 -31.394054162364192
0.011299725799852584 -19.04228077278654 194 60313.074554780374 8.89223300288534e-05 0.20337401654156517 0.17902616872698546 0.9532410833751765 53.5545074454244 -32.21692312619212
0.1922899559290908 -18.420979259050807 196 62959.54082725602 4.9302850019967706e-05 -0.4531753528562902 0.18049480741710164 0.990790895888886 56.56772284337769 -30.647723705469936
-0.09658386152051675 -19.436113593591703 204 61105.10229060991 0.00015422362418262588 1.0346170920494933 0.16420790359039297 0.9347922225636194 57.40530787859699 -28.075847317813338
0.09512327904854861 -18.637381758338634 230 62182.47662144648 6.795431509102561e-05 -1.3308040160876375 0.17122282956594256 0.9768316850460091 54.13112089079622 -30.243909269873512
0.06775361298859497 -18.946694117898367 239 62701.18676193529 9.541036824096758e-05 1.3231655228322325 0.1663414403936873 0.9807118470740139 56.025613078346574 -29.66275211976356
0.11158896497973894 -18.746156513789508 272 60241.19833734156 5.677963830570872e-05 1.0711640425223674 0.19337027133824172 0.9332420543432849 56.945945761480196 -28.16397435373467
0.03676454635342329 -18.460667874238766 278 63211.56844888245 4.259253486622286e-05 -3.3779242392494613 0.19691933883884538 0.9554066956828177 57.03703331751924 -32.09888117777814
-0.0970628192702177 -19.362949191323573 288 60869.230705017144 9.402743100978418e-05 0.3987233142136675 0.1991858640908851 0.9614891406278656 52.9892210568489 -30.772527042750507
-0.08058891237896008 -19.552765176144447 292 61502.23024706284 0.0001347693160056472 0.3251218343386706 0.18338914100667458 0.9787848907596651 52.75927391616441 -28.156715822991643
0.05782634584785499 -18.757321011126507 323 61612.539606787876 5.380538379641637e-05 0.16041918108591036 0.19932811706107798 0.9962290706001343 53.413152097822845 -31.087955561587034
-0.017605158220080748 -19.09831683206464 340 60760.87907909316 7.737331334718707e-05 0.08125303765328062 0.1950375305951262 0.9951728379098197 56.954712517147065 -30.26257604907683
0.0005886480493680069 -18.977462283411892 351 60766.45733317697 5.227588739364869e-05 0.13933578086791687 0.2209350685041642 0.9790846206910202 53.055734169165255 -27.609623282425442
0.03306680363053945 -19.132726830281868 371 59939.41049738818 6.901309133303133e-05 0.3219069044602211 0.20806012171083652 0.9676641637528222 54.66953812502526 -32.25360372489516
-0.058137511784101516 -19.42262634976077 398 59914.472904209906 8.79424008381992e-05 1.2864292777347135 0.20998493507173277 0.9904815341046196 57.353447650752514 -32.11066896907909
-0.10276354528934828 -19.303829105081387 407 62545.64537244658 7.67169740273911e-05 1.0933919540000483 0.21256999159578402 0.9748154700454468 55.22982642486509 -29.29984129070475
-0.04237779571787723 -19.46587629006702 428 59939.707534322595 9.798971203961083e-05 0.8975955891003756 0.2038503667553169 0.9403155407634893 56.023385569752364 -28.495793892765278
0.052131215312402605 -19.190573908712626 443 62059.53994957146 6.436693967612451e-05 0.967241012778354 0.2194691243023755 0.933120620286766 54.141578155030324 -32.156256334775634
-0.08232840942741874 -19.398854438450506 454 62128.427644181786 9.118989685630425e-05 0.8403090500828254 0.20477490133754372 0.9331055981150344 55.99650463840792 -31.514217700812534
-0.07616923421864849 -19.236706909261052 481 62362.87153780493 6.281318008413109e-05 0.4665189856456043 0.22623099103665975 0.9367205424853833 56.73712835948687 -32.045867905520616
0.09351077750865228 -19.161642720422044 493 61221.13126846077 5.3391439526765967e-05 0.24940191694488967 0.23580155086318141 0.959031877503723 52.65544138672096 -30.21160487745342
-0.08660428560988961 -19.50785272972302 496 59766.35859295487 8.116606741207935e-05 1.0679084179991254 0.22533234416657558 0.9340837224745296 56.314721574724835 -31.12309099881572
