galaxy_id c mB t0 x0 x1 rand_host zbin diskMassStellar morphology/diskHalfLightRadiusArcsec morphology/diskMinorAxisArcsec morphology/positionAngle morphology/spheroidHalfLightRadiusArcsec morphology/spheroidMinorAxisArcsec size_bulge_true size_disk_true totalMassStellar uniqueId raJ2000_gal decJ2000_gal z zbin_gals snid snra sndec
6641103 -0.016446815526548243 -19.311744457389494 61511.36864411119 0.00011206749169114595 1.4817886077239648 0.8840321823721048 8 11205269695.79567 1.584273895603111 1.0281521147265833 11.35825069320928 1.986553632336329 1.2233485401748887 1.986553632336329 1.584273895603111 18324916073.5748 6800489551 53.31378163 -27.9466591 0.17567444 8 11 53.314110347097326 -27.946293564062902
4388967 -0.04132607495761497 -18.94534025476459 60071.216800509006 6.366284693030356e-05 -0.5466590125130394 0.8849475383764736 10 1443175977.9481921 0.8731272107241256 0.5217141797492669 18.852840910361408 2.627310389672294 2.320225716373388 2.627310389672294 0.8731272107241256 22464396954.796402 4494302287 53.30925823 -27.6471028 0.20833528 10 12 53.309323401353005 -27.64698054169085
1471479 -0.04236343654618402 -19.005099121831172 61454.56014261997 7.366951067418126e-05 -0.8316138554069997 0.30040968936648094 9 2097480105.5407963 0.9172622623178993 0.6006692795252815 25.060281595570306 1.7335912715755926 1.3051030262209113 1.7335912715755926 0.9172622623178993 9227139557.230995 1506794575 53.65447093 -28.56490432 0.18827212 9 13 53.65453737883479 -28.564817840710404
16890234 0.11861543524832127 -18.90692845389024 60253.20550961124 6.154056069824956e-05 0.988897918697381 0.5895818652147146 9 2871719371.0821285 1.5675032550082058 0.8350443826799236 170.96425761094937 3.442329275037018 2.599212883683843 3.442329275037018 1.5675032550082058 26375809120.30567 17295599695 53.30188188 -28.18848813 0.19092262 9 14 53.30080754619127 -28.18933708358817
1465540 0.017436950140558204 -19.04669722177686 62697.00981813413 7.906691846136854e-05 0.9997659186107893 0.8450938221263111 9 464201036.1103237 0.8662884269115149 0.48516064036174394 143.12327690665214 1.089072761257354 0.4906913677097998 1.089072761257354 0.8662884269115149 671635136.0641121 1500713039 53.36254017 -27.71454232 0.18004525 9 16 53.36282094643866 -27.714693828448645
1467676 0.031010311709829423 -18.89194531262651 61383.96445644404 6.718901394547922e-05 0.38147878251620143 0.06507543905719348 9 160474852.7378586 0.28957463726902366 0.09138879936659154 30.002945112614697 0.4066441646256619 0.29661552602815033 0.4066441646256619 0.28957463726902366 381672405.240689 1502900303 53.20777278 -27.51377454 0.18525982 9 17 53.20777948984262 -27.513551116634645
1781165 -0.02681699924918375 -19.488213690589912 62669.94942155476 9.040263213785558e-05 1.2629743060804595 0.2947444647173656 10 10274792325.921183 0.6938333117682604 0.2918377226026471 19.779793560209225 1.3148694588214345 0.8826766885997926 1.3148694588214345 0.6938333117682604 14689776247.73476 1823913039 53.67922783 -28.01328169 0.21934688 10 18 53.67921769829522 -28.013350976025876
4384651 0.006730235293853269 -19.189761416676586 59870.70599108307 6.971824231176322e-05 0.38824832536430737 0.2879344409672464 10 0.00369070723041442 0.2649958767297914 0.19251344230533823 142.1858430108148 5.534684263127127 4.488736437059292 5.534684263127127 0.2649958767297914 135508474155.04555 4489882703 53.67801804 -27.89976338 0.20538294 10 19 53.67876244168636 -27.899070033433556
1781227 0.0274832581213788 -19.326787470226904 61424.14822894422 7.302566380264257e-05 0.6513500647720493 0.822466339103433 10 422115202.3274932 1.2389373873396312 0.7619816277860925 110.51360738953537 3.8347371335865996 1.6700729353487995 3.8347371335865996 1.2389373873396312 53681539262.1903 1823976527 53.19758663 -28.34335021 0.21992087 10 20 53.197539389778505 -28.343417663527337
1781215 -0.10281287333071995 -19.5574506203753 59818.2957410121 9.01478135151528e-05 1.369096114267097 0.6261830379602461 10 11372315272.270382 0.6024476700386063 0.28769404629257345 105.27863652401444 1.0619195693139638 0.7391739517924846 1.0619195693139638 0.6024476700386063 18779603934.70897 1823964239 53.37173239 -27.89657348 0.21985006 10 21 53.37160046506076 -27.896777651686914
1755818 -0.04080292671440193 -19.093305123529074 61142.64649573047 6.635769385411291e-05 -1.389885724261168 0.11047771391367378 10 4557428370.41311 1.0377539010012653 0.6950266345012591 52.97281246008674 2.2561191001382754 1.711860988531781 2.2561191001382754 1.0377539010012653 9313312772.007172 1797957711 53.44277507 -27.64314802 0.21401238 10 22 53.44273850838752 -27.642768899751545
6139137 -0.10107184419989104 -19.16579984048783 59932.337842161236 6.266486629211058e-05 -0.24655228579335586 0.0005288111692760555 11 15647604629.102766 0.92465273299529 0.519574701142482 103.98620402420312 1.201798525186574 1.0928865722799246 1.201798525186574 0.92465273299529 19983426010.079597 6286476367 53.74901411 -28.50028361 0.23238695 11 23 53.74899805647533 -28.50045863340446
4382626 -0.01148473344840397 -19.16870623978709 61758.12037777188 7.542662360959843e-05 -1.3905508803744882 0.14150075772518977 10 6356809787.900761 0.7069051677421656 0.5436118769257 108.86720310933266 2.090619963847756 1.1536550132970662 2.090619963847756 0.7069051677421656 44247978670.119705 4487809103 53.750853 -27.68794515 0.20576239 10 25 53.74985013497616 -27.68967116329123
4389123 0.039710220042886914 -19.23446263394406 60404.94380220546 7.932861365812385e-05 0.8444439915396478 0.4215965261661597 10 4050035030.246398 0.6437298217278915 0.24992407118951218 131.4409502173086 1.4336887543146966 0.5790838110056623 1.4336887543146966 0.6437298217278915 8935103426.478962 4494462031 53.32304318 -27.64391244 0.20847023 10 26 53.32293190551291 -27.643798583324454
1781205 0.01871624187391991 -19.112255607476655 59970.35174773144 6.559042410877784e-05 0.11585029291568671 0.3464894401485442 10 4336213727.046511 1.0552877632198552 0.3639190675294897 162.4931952867971 2.2102898174513657 1.8765824755716831 2.2102898174513657 1.0552877632198552 16469610551.832825 1823953999 53.63058009 -28.500398 0.21978962 10 27 53.629730058090324 -28.500199363999933
6139927 0.0017834488259389422 -19.19880897396474 60384.117655807546 6.369687824536111e-05 0.4603606820081934 0.8697850843971815 11 199898049.84866944 1.167576573047235 0.7439719089438612 128.01322431037994 2.480314449123619 1.4644438869819882 2.480314449123619 1.167576573047235 6527221062.934925 6287285327 53.2708932 -27.25920516 0.23608387 11 28 53.27075098702612 -27.258469491848228
9686028 -0.04148196475034886 -19.533634738068606 60856.86594026204 7.222088202588866e-05 0.5340038996179305 0.42860181235228634 11 10581544219.206469 0.5769960787468636 0.25378274559043446 174.31443729295611 0.8665150426744123 0.2681786220748308 0.8665150426744123 0.5769960787468636 17701702124.000275 9918492751 53.52158359 -28.63797711 0.23745763 11 29 53.52164053505528 -28.637846034104847
6127544 0.058406097078455545 -18.990744703991023 61287.424318725396 4.498059324203054e-05 -0.42870833564633004 0.8287514843227557 11 0.00014078989575643842 0.12506342958663538 0.10195975425766664 118.77828439586303 2.053045163180367 1.9823848810675293 2.053045163180367 0.12506342958663538 172133412902.31226 6274605135 53.32933388 -28.66359827 0.227355 11 30 53.331991738392055 -28.659104015986358
9686820 0.00010727913167593583 -19.27543395556797 60316.36277586712 6.823532728461673e-05 1.2470290889604443 0.7178518382260383 11 6.262702968864392e-06 0.18974508276036636 0.05583340549829527 21.992850124464496 2.65943962060349 2.315300773505726 2.65943962060349 0.18974508276036636 93735818321.14789 9919303759 53.19232565 -27.96074929 0.23896825 11 31 53.19257580380024 -27.960819835708502
6139879 -0.06123416594377952 -18.927402742090475 61917.48454703444 4.8379161009635236e-05 -1.3375493882847964 0.11922669418412268 11 16114444827.672728 1.2675820035929646 0.5004006512304665 173.05674410441478 1.401674818218723 1.254033321470244 1.401674818218723 1.2675820035929646 19569219051.317226 6287236175 53.25263154 -28.50967388 0.2351867 11 32 53.252738041535345 -28.509987883692297
1778423 0.048312923834129974 -19.202548626803534 61343.20489976389 5.9927682301025395e-05 0.8980570699251315 0.5963841727096089 11 568985486.6777457 0.4621748955095289 0.3687511680045445 41.23743486865314 1.0491356657232722 0.9589483541620218 1.0491356657232722 0.4621748955095289 2139878852.2830377 1821105231 53.52015029 -28.33597776 0.22448254 11 33 53.5202066586906 -28.336020275292615
6141111 -0.02101241022307824 -18.79107446505289 61424.11402806771 4.310655553608074e-05 -1.5948540598787995 0.12975629770517993 11 3.1252400657373684e-08 0.239339216110532 0.09728352006395902 83.12509165599043 3.0757795111993036 2.8909117537651974 3.0757795111993036 0.239339216110532 142371186761.39124 6288497743 53.3945587 -28.53160955 0.23087394 11 34 53.39456385102678 -28.531644898752866
6126551 -0.02163779410975815 -18.89764158318478 60992.15817658274 4.1271580070658674e-05 0.6060953000685708 0.07753409172717718 11 6.084143870375732e-06 0.556149877935997 0.4784632026956376 176.77704614975056 2.8608845067687656 1.9955919781393399 2.8608845067687656 0.556149877935997 71058168167.52173 6273588303 53.71382714 -28.59624989 0.2253139 11 35 53.71385202345396 -28.59636783046429
1779888 -0.005886606639178428 -19.046470028831944 62476.77670871175 5.230843331928194e-05 -1.9320903575287796 0.831205255690418 11 746275637.3137335 1.3285529324927325 1.182516513120883 50.97059348333485 1.484461309784101 1.3359966555595386 1.484461309784101 1.3285529324927325 42468178037.09877 1822605391 53.51951749 -28.35887797 0.2244767 11 36 53.51982125592374 -28.358614528276846
6141143 0.08394605421343171 -18.975437571628618 61697.01525290399 4.3213184734067095e-05 0.7242087299599612 0.46438561478020246 11 20940770252.212013 0.9267294372345193 0.28526093650780554 138.29795769556895 1.2161922176023103 0.8288148998772282 1.2161922176023103 0.9267294372345193 28765014653.686012 6288530511 53.64824598 -28.45621076 0.23300481 11 37 53.64831461755911 -28.45622847695509
9722142 -0.04266578731829736 -19.43481893816741 60172.38988453345 5.86983173880768e-05 0.2017738233851586 0.16201247900274895 12 1326357198.5455475 0.11012095515162267 0.05578015991279039 18.77848905765735 1.549080292319297 0.669037550573968 1.549080292319297 0.11012095515162267 67910527467.235306 9955473487 53.34227342 -27.91610148 0.24844599 12 38 53.34167490299545 -27.915902179969468
10533873 -0.0017349041768630058 -18.9352040977586 62137.746065116124 3.528823239071455e-05 -1.019511687536312 0.5479752920930067 12 0.6063383978832805 0.46801517089075023 0.2460892987456375 142.16769540436835 3.233942138059512 2.68964954597049 3.233942138059512 0.46801517089075023 77260133652.25285 10786686031 53.56277906 -28.0031116 0.24923635 12 39 53.56468497165626 -28.002143866492858
9701555 -0.021604311591770044 -19.138676023792897 63100.61144232578 4.244658573865983e-05 1.3182016493066084 0.5884858218423425 12 21583522001.32854 1.041047026279846 0.9332501555939594 95.78618140589039 1.2156869677179296 1.0743227580524863 1.2156869677179296 1.041047026279846 30253387953.662453 9934392399 53.41765214 -27.92283676 0.24113274 12 40 53.41782859211042 -27.922935950822122
9721363 -0.03963341411357368 -19.506266729092363 61405.03051827129 5.89860197490822e-05 0.9946933813539928 0.7736131690757343 12 11100996186.625328 0.5103024622729291 0.46239024947662294 49.66516257616891 0.9605831732881878 0.68142401397174 0.9605831732881878 0.5103024622729291 21010363422.78073 9954675791 53.72457896 -27.85206254 0.24318302 12 41 53.72447301735104 -27.851996842528347
9703401 -0.07985890624839016 -19.296621625822628 62826.74823340343 5.2750172916180155e-05 0.6139121872354001 0.6558454580069033 12 52805262.738768116 0.18769605213748627 0.0640416220431483 70.35345060503657 2.0947555275681684 1.0941543466504462 2.0947555275681684 0.18769605213748627 50697807328.03651 9936282703 53.59420402 -27.65778496 0.24252248 12 42 53.594328566346974 -27.658153085422654
9722080 -0.0658583482837882 -19.351272934785968 60826.88983224955 5.467079790876124e-05 0.3299839974410277 0.557706759478423 12 1463649168.6528785 0.3651872228448878 0.1721998943831585 39.51280478221929 1.0136689394281628 0.8796014057508341 1.0136689394281628 0.3651872228448878 12230945827.094646 9955409999 53.63257122 -28.33544593 0.24785519 12 43 53.63245852353031 -28.33547625327359
9701744 0.2263735610719246 -18.53643049684225 61650.07606584114 2.4568063431565426e-05 0.8070844001088433 0.17824726657014334 12 4362043771.43279 0.9911585230189305 0.5700902003237932 68.30975948007725 1.6652113145635494 1.6501887502018033 1.6652113145635494 0.9911585230189305 8004832529.243921 9934585935 53.75199174 -27.66136316 0.2427063 12 44 53.75196314814529 -27.661478536778066
9723298 -0.10969447581588845 -19.722774383332073 61140.542766030805 8.056695370041918e-05 0.8039772296527959 0.24058353121801312 12 839550813.4337151 0.626302523301348 0.5738476981541869 98.84425839057323 0.21983858049183505 0.21174029943248876 0.21983858049183505 0.626302523301348 939750051.8034279 9956657231 53.58972073 -27.90138285 0.24641359 12 45 53.58972616371542 -27.901045412443683
13004650 -0.040395698159344656 -19.24915743068721 61174.127510047816 4.21564013506495e-05 0.3945562505841369 0.5060546323688593 13 1.707361363558455e-05 0.1827592511100367 0.12549962302683504 61.759576772227256 3.4283854239896536 3.3330594561738067 3.4283854239896536 0.1827592511100367 132398957646.38202 13316761679 53.27975758 -28.50875867 0.26174009 13 46 53.27841608733698 -28.505564904735248
2661817 -0.04504913973749889 -19.42079213420284 62414.441025239415 4.841168436766501e-05 0.7281490027319923 0.396745698829829 13 0.024269189568746196 0.0649395805975447 0.05786638988885822 116.62525338274435 3.5306789146438846 2.7844240310159236 3.5306789146438846 0.0649395805975447 1124059972485.1226 2725700687 53.60122357 -28.24182657 0.276456 13 47 53.60113393601112 -28.242007953287747
13001440 -0.04281850667379439 -19.25524853817166 61534.955233266446 4.6115416274042866e-05 -0.1872848686557539 0.48305518544294146 13 1699783970.246161 1.1991976307725363 0.6511795392302683 61.03189212361701 2.058501317234502 0.849597672265929 2.058501317234502 1.1991976307725363 18109417633.49534 13313474639 53.31283013 -28.4912574 0.26195931 13 48 53.31541141865351 -28.489804104049288
16466181 0.08113035279302128 -18.64673592211073 59879.64646630384 2.3117302466636924e-05 -1.7477652906330237 0.5057593219775152 13 6.867448537491867e-05 0.13282865568330304 0.04636073943426939 39.85913190830041 2.1916057669879545 2.0575385602594287 2.1916057669879545 0.13282865568330304 68339005434.74557 16861369423 53.53848294 -28.08602226 0.27821362 13 51 53.53704209614956 -28.0848982707659
13016946 -0.11562945769507696 -19.283175050183303 60917.14976611383 4.501228003349621e-05 -0.9352920274441495 0.8207014851629149 13 1416190429.1339204 0.23858965863925688 0.21590114896635423 19.50508048768408 2.2540855133989073 2.1296892173505193 2.2540855133989073 0.23858965863925688 34748435728.81944 13329352783 53.65360593 -27.48191385 0.26993477 13 52 53.65249475862898 -27.48166179653101
13016188 0.01819306545624589 -18.886379912383845 62685.60433961643 2.836745072346328e-05 -1.112708096543956 0.8277159260749811 13 10545737276.843872 0.32597624123639996 0.23108913942687342 118.83078683329984 0.9522195742382803 0.7766064421335868 0.9522195742382803 0.32597624123639996 28559166440.26787 13328576591 53.67140287 -27.88542178 0.26933634 13 53 53.67128116695225 -27.88546014094913
2656315 0.09959198909111433 -18.764733663920442 61062.90390712502 2.6520815631131143e-05 0.9345194971152843 0.23183334760205443 13 10773645370.27211 0.3563916607118156 0.33227419329444324 138.62746316537482 0.6647971986620083 0.31717211326468536 0.6647971986620083 0.3563916607118156 22199478469.940414 2720066639 53.59387836 -28.25227465 0.27651167 13 54 53.59382828987781 -28.252286961970526
13004629 0.10269599373933594 -18.87545983574467 59679.288635516205 3.149024459345753e-05 0.3176109953941946 0.07905548640493043 13 0.007439850470490907 0.5380778851916224 0.25859398824808477 32.015931757414585 3.2595017527981964 3.013660932861049 3.2595017527981964 0.5380778851916224 59127980661.63459 13316740175 53.44935222 -27.82078771 0.26130247 13 55 53.45190948120398 -27.821973048950273
2656701 0.15679272305373737 -18.371118422074513 60482.19692234034 1.7874225119131424e-05 -0.10386511569477508 0.4657629264790665 13 4066580319.7071824 0.39232265453433396 0.17460121245495594 57.93830927281313 0.6826824074760324 0.3119705409770496 0.6826824074760324 0.39232265453433396 5299346612.811865 2720461903 53.60808007 -28.21668339 0.27640486 13 56 53.60802853924789 -28.216693051989054
2656073 0.10697578434902219 -18.348740851479754 59825.076953189884 1.811761768618802e-05 -1.2473105046766015 0.8789758084042731 13 1796536419.6093795 0.15534853706235782 0.1255183632216473 3.1775678607876428 0.3787322642245531 0.3676640381851421 0.3787322642245531 0.15534853706235782 6912313656.080223 2719818831 53.60112872 -28.26821461 0.27654409 13 57 53.60112907241911 -28.268212731702405
13014794 0.05239493471527062 -18.701539238179397 63207.559841687646 2.752621399496808e-05 -0.3951106357820843 0.14750305870585345 13 120823286.48597881 0.281964803233352 0.2403030896403979 121.25163520854788 0.3605024589195957 0.28441077864854697 0.3605024589195957 0.281964803233352 192911301.73996982 13327149135 53.70483964 -27.98603565 0.26885188 13 58 53.704899318695695 -27.986000167318593
4399614 0.025993020425332032 -19.314509063116144 63122.61814382669 3.846843383760512e-05 -0.011401289584007435 0.2312513053105275 14 649479147.2893704 0.4663833529360266 0.1462672126478707 170.8183696871659 0.0 0.0 0.0 0.4663833529360266 649479147.2893704 4505204815 53.48301022 -28.02214934 0.29546952 14 59 53.48310449419415 -28.02226427468836
15178343 -0.08029571838342078 -19.62478943690786 61776.63249312995 4.723242151225346e-05 0.46144891661110893 0.12906352760617068 14 631168745.603488 0.6631507409264914 0.5210124179873913 1.8684359142492046 1.4671614028361348 0.8068305728990661 1.4671614028361348 0.6631507409264914 7744766099.2711315 15542623311 53.48255777 -28.64011661 0.29998851 14 61 53.48255714654203 -28.640155440962424
15192225 0.05985392299228364 -19.036693036501603 60197.67288003225 2.716570664973865e-05 1.1363740978790409 0.23479755091129706 15 14588074886.322409 0.8154020794405868 0.6429375361324233 142.23844989733078 1.4871744821610635 1.016446108134995 1.4871744821610635 0.8154020794405868 21577892782.99641 15556838479 53.49217353 -27.94117752 0.3091737 15 63 53.492193589639655 -27.941112939044334
15177422 -0.07475129930026278 -19.29766913919786 60649.53479614096 3.8373553646048305e-05 -1.7845995172276434 0.6159867686395024 14 1282295556.5420122 0.3146893710953692 0.12692805727455783 102.77098712948452 0.6901124199227432 0.48137773993928473 0.6901124199227432 0.3146893710953692 61892083173.225655 15541680207 53.29617218 -27.38495897 0.29932654 14 64 53.295696617209444 -27.38507234187088
7070377 -0.07644495919645664 -19.177392459092694 60881.67862609807 3.2876999100100925e-05 0.3070231475888163 0.25513081972233587 14 0.00011105991733095112 0.12803193165115792 0.06450146632797127 40.147573345265364 4.346982506576276 2.1664040877302173 4.346982506576276 0.12803193165115792 223840615754.57178 7240066127 53.54731303 -28.65755214 0.28319514 14 66 53.546849765119404 -28.658555594403193
13419631 -0.0199760067054953 -19.267791688172302 59746.72822314571 3.4426490179670995e-05 0.9021522116333732 0.45025514834499036 14 0.01829171887637106 0.21740743445048014 0.0857220254388474 10.198684017193088 3.052851728653051 1.9411914048830516 3.052851728653051 0.21740743445048014 200192161035.41205 13741702223 53.26453672 -28.31527134 0.28352296 14 67 53.26522443023422 -28.315356593436526
15175251 0.01834621830025151 -19.358508802936434 61190.94545564519 3.8550026716245205e-05 1.3833207926707214 0.23937099816163865 14 15630148147.390596 0.5885412621480945 0.2815530863456909 78.64973653253865 1.5576515406694331 1.338445701776449 1.5576515406694331 0.5885412621480945 32550916263.077873 15539457103 53.56334522 -28.61217948 0.29742026 14 69 53.563398365399856 -28.61226373436173
15178915 0.05968522636344618 -18.930386813546427 61419.60160373391 2.7534805842364833e-05 0.5494394930456219 0.19868130269462891 14 4.58989160747048e-05 0.13704415889995944 0.05784699400833133 87.70533295305472 3.058031511884471 1.1786875834104247 3.058031511884471 0.13704415889995944 220886025784.5773 15543209039 53.3949498 -28.44936662 0.29855251 14 70 53.39498126117337 -28.449149095337784
4401496 -0.021991690618154723 -19.13763626860783 60760.92580900165 3.194044002517096e-05 -0.9724371997698357 0.6879463769210276 14 1062810798.5284767 0.35296034233744406 0.2604130817064762 147.77382710847573 2.0477855690268463 1.682226745143393 2.0477855690268463 0.35296034233744406 66997736542.42917 4507131983 53.51252203 -28.10977363 0.29529881 14 71 53.51248948284989 -28.109797833893314
15177170 0.1279063679062152 -18.800146682672843 60528.06834752705 2.2667760342179942e-05 0.580628222370491 0.8450091946690719 14 12029542811.922983 0.15762012041332446 0.04191689869116398 100.0092914966311 0.24083398427008046 0.11008682197279093 0.24083398427008046 0.15762012041332446 30618280755.61515 15541422159 53.63632027 -28.15361843 0.29881358 14 72 53.636293989021944 -28.15362355514937
16469521 -0.026618699634408893 -19.43482053900073 60992.14808142078 4.009671404569648e-05 0.04961341052366486 0.4533161818168051 14 160562406.16419297 0.45951092976877655 0.31482925291518915 108.03076031189602 1.0502789971480448 0.8055779114343842 1.0502789971480448 0.45951092976877655 4499281243.74647 16864789583 53.70940023 -28.52323119 0.2834692 14 73 53.709396425294834 -28.5232364296723
13418236 -0.0766061030659869 -19.361492789659597 62616.86168366593 3.816371159974048e-05 -0.5700672592935955 0.10137002753696178 14 218654294.01614395 0.45609269085710513 0.3737309953617825 4.03875543098758 0.0 0.0 0.0 0.45609269085710513 218654294.01614395 13740273743 53.3879224 -27.94576836 0.28103507 14 74 53.38796410301526 -27.945836784234785
15192326 0.005624738756344963 -18.820948194348254 62269.126755447964 2.0063925330044875e-05 -0.07322427438550194 0.622847970552664 15 11774450455.580248 0.5469255513445674 0.39737006983548506 139.08103331473615 1.0331766610086797 0.41448595890618284 1.0331766610086797 0.5469255513445674 18237327907.881638 15556941903 53.17814248 -27.89524575 0.30879903 15 75 53.17836257922456 -27.895318586119817
20839775 0.03600783618686152 -19.09871050225959 60964.11856933698 2.5230555536153386e-05 0.4972693347534319 0.08347593685978472 15 1928395047.432361 0.4406280529813763 0.12717507660182645 38.854819042965595 0.0 0.0 0.0 0.4406280529813763 1928395047.432361 21339929679 53.17817141 -27.9690733 0.31746137 15 76 53.17834899231656 -27.96896617573171
15185283 -0.04952710140271943 -19.381711436539025 59627.51327893511 3.536705864967609e-05 1.399601178285987 0.05326709464893753 15 1680878446.1243758 0.3179615234393332 0.19616791538925388 1.0236292647075285 0.8758609568973098 0.7302693941877142 0.8758609568973098 0.3179615234393332 2532639719.9975758 15549729871 53.57528641 -28.57306956 0.30109704 15 77 53.574292710875426 -28.573230854686905
15193643 0.038375454412691516 -19.31711157854946 62490.528027468965 3.1616634724294625e-05 1.52412104185247 0.3454784779791955 15 0.009743059565639435 0.31281778322261367 0.23515207423552828 53.046829976724844 3.2822625822984284 2.655372052351591 3.2822625822984284 0.31281778322261367 122989621884.75426 15558290511 53.61203896 -27.95102032 0.30947089 15 78 53.61190725632426 -27.950842715761045
15192222 -0.14770099779741458 -19.4149081588529 61706.799843130975 3.630263638500623e-05 0.0011271927897446021 0.7986002073507064 15 475183424.332486 0.6899765489943702 0.5367414528652003 60.63697408399493 1.716172340984232 1.1131235454793178 1.716172340984232 0.6899765489943702 17199745547.540436 15556835407 53.46392499 -27.87112402 0.30852389 15 80 53.462754108901464 -27.870962976490393
15191932 0.01629771717263736 -18.935572133155475 59673.26093775138 2.334113101009781e-05 -0.8681573498112233 0.3842269427484306 15 779807809.1344438 0.8842510683010265 0.42761739879530547 77.57129684754584 1.6604625226744778 1.3283491547035813 1.6604625226744778 0.8842510683010265 13243329968.688402 15556538447 53.68341359 -28.41963284 0.30549645 15 81 53.68338884643247 -28.419570726808697
15193667 -0.0725029568236755 -19.35542341889826 61997.03737032939 3.420015936770948e-05 0.7251560204227394 0.09272600446654555 15 0.00018155918889602415 0.3438061654667663 0.18424187040223336 125.51007014605733 3.0998658793150593 2.7287959569903175 3.0998658793150593 0.3438061654667663 210581843450.83505 15558315087 53.2350189 -27.91042354 0.30893683 15 82 53.23501002404029 -27.9104325831635
20834646 0.044891444860558606 -19.087025107883303 60994.46050443748 2.716979617376324e-05 -0.4106037290111385 0.12672500961990707 15 21146775012.09511 1.2305697631945722 0.36074066574853475 160.15312876286856 1.0126485412284467 1.0116175600232378 1.0126485412284467 1.2305697631945722 29385743308.39042 21334677583 53.72051301 -28.0727404 0.31101787 15 83 53.7212537249182 -28.072873888301885
